package_name,version,true_label,predicted_label,malicious_probability,benign_probability,correctly_classified,risk_level
arnparse,0.0.2,0,0,6.281878e-05,0.9999372,True,Low
qudida,0.0.4,0,0,6.281039e-05,0.9999372,True,Low
publish-event-sns,0.0.3,0,0,6.280212e-05,0.9999372,True,Low
squeeze-jrpc,0.1.0,0,0,6.2802e-05,0.9999372,True,Low
squeeze-jrpc,0.1.0,0,0,6.28014e-05,0.9999372,True,Low
packageimportant,0.0.5,0,0,6.280116e-05,0.9999372,True,Low
automlll,0.0.1,0,0,6.279026e-05,0.9999372,True,Low
pylogbeat,2.0.1,0,0,6.2781044e-05,0.9999372,True,Low
heapdict,1.0.1,0,0,6.277613e-05,0.9999372,True,Low
ratelim,0.1.6,0,0,6.277326e-05,0.9999372,True,Low
moonss,0.8,0,0,6.277099e-05,0.9999372,True,Low
editables,0.5,0,0,6.271122e-05,0.9999373,True,Low
gower,0.1.2,0,0,6.270709e-05,0.9999373,True,Low
pybytebuffer,1.0.5,0,0,6.2700215e-05,0.9999373,True,Low
tinsel,0.3.0,0,0,6.269956e-05,0.9999373,True,Low
tokenize-rt,5.2.0,0,0,6.267271e-05,0.9999373,True,Low
ratelimiter,1.2.0.post0,0,0,6.2628686e-05,0.9999374,True,Low
uniloaders,0.1.7,0,0,6.26251e-05,0.9999374,True,Low
funsecret-snapshot,1.2.16,0,0,6.2598294e-05,0.9999374,True,Low
update-checker,0.18.0,0,0,6.258128e-05,0.9999374,True,Low
logistics_or_gym,0.10.0,0,0,6.257138e-05,0.9999374,True,Low
acsefunctions,0.5,0,0,6.2570536e-05,0.9999374,True,Low
pyzabbix,1.3.0,0,0,6.255873e-05,0.9999374,True,Low
pycryptomod,0.1.0,0,0,6.253182e-05,0.9999374,True,Low
neo4j-uploader,0.2.0,0,0,6.24932e-05,0.99993753,True,Low
logistics_or_gym,0.10.0,0,0,6.248212e-05,0.99993753,True,Low
excelmanager,1.0.0,0,0,6.24702e-05,0.99993753,True,Low
neo4j-uploader,0.2.0,0,0,6.245745e-05,0.99993753,True,Low
gitdb2,4.0.2,0,0,6.2436186e-05,0.99993753,True,Low
expiringdict,1.2.2,0,0,6.2434105e-05,0.99993753,True,Low
responsinator,1.0.0,0,0,6.241725e-05,0.99993753,True,Low
elegit,0.0.2,0,0,6.240892e-05,0.99993753,True,Low
decli,0.6.1,0,0,6.240054e-05,0.99993765,True,Low
predacons,0.0.1,0,0,6.239953e-05,0.99993765,True,Low
letsencrypt,0.7.0,0,0,6.2392806e-05,0.99993765,True,Low
varint,1.0.2,0,0,6.2373474e-05,0.99993765,True,Low
study-buddy,1.0.4,0,0,6.236836e-05,0.99993765,True,Low
eznf,0.8.2,0,0,6.235789e-05,0.99993765,True,Low
jstyleson,0.0.2,0,0,6.234029e-05,0.99993765,True,Low
aiosmartoilgauge,1.0.0,0,0,6.2335595e-05,0.99993765,True,Low
asyncio-throttle,1.0.2,0,0,6.2330895e-05,0.99993765,True,Low
codeowners,0.6.0,0,0,6.23265e-05,0.99993765,True,Low
ghp-import,2.1.0,0,0,6.230391e-05,0.99993765,True,Low
et-xmlfile,1.1.0,0,0,6.2296785e-05,0.99993765,True,Low
virtualenv-seedhelper,0.0.1,0,0,6.226353e-05,0.9999378,True,Low
5-stars-contact-book,0.0.1,0,0,6.2259314e-05,0.9999378,True,Low
geckodriver-autoinstaller,0.1.0,0,0,6.2226136e-05,0.9999378,True,Low
gradienter,0.16,0,0,6.220786e-05,0.9999378,True,Low
slushie,0.2.1,0,0,6.220667e-05,0.9999378,True,Low
virtualenv-clone,0.5.7,0,0,6.216444e-05,0.9999378,True,Low
reprint,0.6.0,0,0,6.2122075e-05,0.9999379,True,Low
tkdm,0.1.1,0,0,6.212084e-05,0.9999379,True,Low
aiosignal,1.3.1,0,0,6.20898e-05,0.9999379,True,Low
pfzy,0.3.4,0,0,6.201553e-05,0.999938,True,Low
zmq,0.0.0,0,0,6.197787e-05,0.999938,True,Low
ezmatplot,0.0.1,0,0,6.197184e-05,0.999938,True,Low
bedrock-anthropic,0.0.5,0,0,6.1966166e-05,0.999938,True,Low
fraplustreewww,1.0.0,0,0,6.1963685e-05,0.999938,True,Low
fazamail,1.1.0,0,0,6.1963336e-05,0.999938,True,Low
salaryandtaxcalculator,1.0.1,0,0,6.194873e-05,0.999938,True,Low
jsonlines,4.0.0,0,0,6.194312e-05,0.999938,True,Low
sysom-cmd,0.1.1,0,0,6.194076e-05,0.999938,True,Low
pywebdev,0.1.1,0,0,6.1919505e-05,0.99993813,True,Low
orbax,0.1.9,0,0,6.1910476e-05,0.99993813,True,Low
grande,0.1.0,0,0,6.191042e-05,0.99993813,True,Low
eleven-pp,1.2.1,0,0,6.19041e-05,0.99993813,True,Low
datefinder,0.7.3,0,0,6.190127e-05,0.99993813,True,Low
telethon-tgcrypto,0.0.3,0,0,6.189153e-05,0.99993813,True,Low
inflection,0.5.1,0,0,6.189064e-05,0.99993813,True,Low
bedsy,0.2b1,0,0,6.186054e-05,0.99993813,True,Low
appshot,0.1,0,0,6.184869e-05,0.99993813,True,Low
pansi,2020.7.3,0,0,6.184615e-05,0.99993813,True,Low
gptexec,1.0.0,0,0,6.1834886e-05,0.99993813,True,Low
navertrans,0.0.3,0,0,6.18271e-05,0.99993813,True,Low
easyvenv,1.8,0,0,6.18077e-05,0.99993813,True,Low
galgen,0.2.0,0,0,6.180741e-05,0.99993813,True,Low
codeowners,0.6.0,0,0,6.180018e-05,0.99993825,True,Low
morast,0.1.0,0,0,6.179481e-05,0.99993825,True,Low
base58,2.1.1,0,0,6.178486e-05,0.99993825,True,Low
sparkmeasure,0.23.0,0,0,6.177454e-05,0.99993825,True,Low
mcorelib,0.3.3,0,0,6.175758e-05,0.99993825,True,Low
conda-poetry-liaison,0.0.2,0,0,6.1743325e-05,0.99993825,True,Low
homamundoplayer,0.0.0,0,0,6.167466e-05,0.99993837,True,Low
otplessauthsdk,0.1.4,0,0,6.165355e-05,0.99993837,True,Low
pyproject-metadata,0.7.1,0,0,6.164931e-05,0.99993837,True,Low
pymarshaler,0.4.2,0,0,6.163632e-05,0.99993837,True,Low
sklearn,0.0.post10,0,0,6.160864e-05,0.99993837,True,Low
raku-scraper,0.1.1,0,0,6.1589366e-05,0.99993837,True,Low
vectorlite,0.3.9,0,0,6.153842e-05,0.9999385,True,Low
filesystempro,0.0.0.0,0,0,6.153572e-05,0.9999385,True,Low
verysimplemoduleboyuan,0.0.1,0,0,6.151812e-05,0.9999385,True,Low
orbit-hop,0.0.3,0,0,6.1500345e-05,0.9999385,True,Low
labelmerge,0.4.6,0,0,6.1499224e-05,0.9999385,True,Low
terversam,0.0.11,0,0,6.149629e-05,0.9999385,True,Low
structlog-sentry,2.0.3,0,0,6.148867e-05,0.9999385,True,Low
field-index,0.0.1,0,0,6.148621e-05,0.9999385,True,Low
rawana,0.1,0,0,6.1482686e-05,0.9999385,True,Low
lunardate,0.2.0,0,0,6.147061e-05,0.9999385,True,Low
pybab,0.0.1,0,0,6.146621e-05,0.9999385,True,Low
jhi-databricksenvironment,0.1,0,0,6.144893e-05,0.9999385,True,Low
luhn,0.2.0,0,0,6.1428014e-05,0.9999386,True,Low
htbuilder,0.6.2,0,0,6.1400075e-05,0.9999386,True,Low
pybn,0.0.1,0,0,6.139627e-05,0.9999386,True,Low
eopra-switcher,0.0.4,0,0,6.138913e-05,0.9999386,True,Low
depex,0.1.0,0,0,6.1371094e-05,0.9999386,True,Low
ndjson,0.3.1,0,0,6.135284e-05,0.9999386,True,Low
dagwood,1.0.2,0,0,6.134681e-05,0.9999386,True,Low
libretranslatepy,2.1.3,0,0,6.134388e-05,0.9999386,True,Low
kneed,0.8.5,0,0,6.1343715e-05,0.9999386,True,Low
uhashring,2.3,0,0,6.133493e-05,0.9999386,True,Low
boa-str,1.1.0,0,0,6.1310384e-05,0.9999387,True,Low
fs-s3fs,1.1.1,0,0,6.129472e-05,0.9999387,True,Low
netflow2json,0.0.2,0,0,6.126205e-05,0.9999387,True,Low
portfolio-stats,1.0.3,0,0,6.125293e-05,0.9999387,True,Low
libify,0.78,0,0,6.12482e-05,0.9999387,True,Low
pybytebuffer,1.0.5,0,0,6.123769e-05,0.9999387,True,Low
gluestick,2.1.4,0,0,6.1222505e-05,0.9999387,True,Low
bfstyle,0.7.4,0,0,6.1215964e-05,0.9999387,True,Low
framawarp,0.1.2,0,0,6.1209146e-05,0.99993885,True,Low
hesmapy,0.1.0,0,0,6.119112e-05,0.99993885,True,Low
pgsm,0.0.0,0,0,6.117693e-05,0.99993885,True,Low
tv02,0.1.1,0,0,6.116941e-05,0.99993885,True,Low
langwatch,0.0.1,0,0,6.11613e-05,0.99993885,True,Low
multiio,1.0.1,0,0,6.114981e-05,0.99993885,True,Low
testscript-eval,0.0.4,0,0,6.1124214e-05,0.99993885,True,Low
contexttimer,0.3.3,0,0,6.108419e-05,0.99993896,True,Low
plutarch,0.1.1,0,0,6.104674e-05,0.99993896,True,Low
bebrik,0.0.1,0,0,6.103568e-05,0.99993896,True,Low
pymmcore-midi,0.1.0,0,0,6.103533e-05,0.99993896,True,Low
avalanche-sum-hash,0.0.0.1,0,0,6.1027415e-05,0.99993896,True,Low
pypscloud,0.0.17,0,0,6.1021132e-05,0.99993896,True,Low
business-duration,0.66,0,0,6.101036e-05,0.99993896,True,Low
mlserver-mlflow,1.3.5,0,0,6.100879e-05,0.99993896,True,Low
nbwrite,0.2,0,0,6.1006696e-05,0.99993896,True,Low
lyyprocess,0.5,0,0,6.098855e-05,0.99993896,True,Low
flixbus,1.0.7,0,0,6.097378e-05,0.99993896,True,Low
tidybib,0.1.3,0,0,6.0943094e-05,0.9999391,True,Low
dodgy,0.2.1,0,0,6.0929262e-05,0.9999391,True,Low
versioncompare,0.1.2,0,0,6.092217e-05,0.9999391,True,Low
pt-fc-layers-viz,0.6,0,0,6.0909042e-05,0.9999391,True,Low
cronex,0.1.3.1,0,0,6.0897077e-05,0.9999391,True,Low
csv_bleach,1.0.0,0,0,6.0891907e-05,0.9999391,True,Low
polling,0.3.2,0,0,6.086613e-05,0.9999391,True,Low
purgesecrets,0.2,0,0,6.086131e-05,0.9999391,True,Low
waterbg,1.0.2,0,0,6.085035e-05,0.9999392,True,Low
pdp1,1.0.20100.44000.0,0,0,6.0839615e-05,0.9999392,True,Low
productanalyzer,0.1.1,0,0,6.0811075e-05,0.9999392,True,Low
cvxcla,0.0.4,0,0,6.08069e-05,0.9999392,True,Low
geckodriver-autoinstaller,0.1.0,0,0,6.0802085e-05,0.9999392,True,Low
better-pynamite,0.1.4,0,0,6.079072e-05,0.9999392,True,Low
html-void-elements,0.1.0,0,0,6.078255e-05,0.9999392,True,Low
delayed-assert,0.3.6,0,0,6.0763134e-05,0.9999392,True,Low
geolib,1.0.7,0,0,6.07439e-05,0.9999392,True,Low
darkdetect,0.8.0,0,0,6.0730057e-05,0.9999393,True,Low
automagicio,1.0.0,0,0,6.071952e-05,0.9999393,True,Low
cfgv,3.4.0,0,0,6.0716044e-05,0.9999393,True,Low
mccp,0.1.1,0,0,6.070973e-05,0.9999393,True,Low
xtemplate,1.0.7,0,0,6.0704817e-05,0.9999393,True,Low
steelexcel,0.0.3,0,0,6.0698563e-05,0.9999393,True,Low
aws-error-utils,2.7.0,0,0,6.0697752e-05,0.9999393,True,Low
interpretable,0.0.0,0,0,6.069723e-05,0.9999393,True,Low
xmlrunner,1.7.7,0,0,6.0688373e-05,0.9999393,True,Low
tokenize-rt,5.2.0,0,0,6.0685135e-05,0.9999393,True,Low
pytoml,0.1.21,0,0,6.0653656e-05,0.9999393,True,Low
globalnoc-alertmon-agent,1.0.0,0,0,6.0627284e-05,0.9999393,True,Low
curated-transformers-addons,2.0.0.dev0,0,0,6.060163e-05,0.99993944,True,Low
ipcsvision,0.0.1,0,0,6.057701e-05,0.99993944,True,Low
think-captcha,0.2.0,0,0,6.0576782e-05,0.99993944,True,Low
mbedmgr,0.0.1,0,0,6.057332e-05,0.99993944,True,Low
dorc,0.0.0,0,0,6.0571005e-05,0.99993944,True,Low
urify,0.2.0,0,0,6.0557144e-05,0.99993944,True,Low
gym-notices,0.0.8,0,0,6.05516e-05,0.99993944,True,Low
ipaddr,2.2.0,0,0,6.0545593e-05,0.99993944,True,Low
pgvecto_rs,0.1.1,0,0,6.0513732e-05,0.99993944,True,Low
diakaplug,0.0.3,0,0,6.0513037e-05,0.99993944,True,Low
daemonstarter,0.0.0.6,0,0,6.0510036e-05,0.99993944,True,Low
envs,1.4,0,0,6.0501152e-05,0.99993944,True,Low
nanoid,2.0.0,0,0,6.0485752e-05,0.99993956,True,Low
chevron,0.14.0,0,0,6.0448445e-05,0.99993956,True,Low
distributionsalnew,0.1,0,0,6.044568e-05,0.99993956,True,Low
testpypi-pzhu,1.0.0,0,0,6.0445214e-05,0.99993956,True,Low
expertoptionapi,0.2,0,0,6.0436454e-05,0.99993956,True,Low
telegraph,2.2.0,0,0,6.04262e-05,0.99993956,True,Low
world-wall-clock,0.1.2,0,0,6.041081e-05,0.99993956,True,Low
findspark,2.0.1,0,0,6.0396873e-05,0.99993956,True,Low
dnsbruter,1.0.1,0,0,6.0370443e-05,0.9999397,True,Low
pypk-up,0.0.10,0,0,6.034437e-05,0.9999397,True,Low
nparraymapper,0.1,0,0,6.033741e-05,0.9999397,True,Low
uniloaders,0.1.7,0,0,6.0337352e-05,0.9999397,True,Low
scfoundation,0.0.1,0,0,6.0323833e-05,0.9999397,True,Low
mixpanel,4.10.0,0,0,6.0277707e-05,0.9999397,True,Low
func-args,0.1.1,0,0,6.0262075e-05,0.9999397,True,Low
calc-work-hours,0.2023.1,0,0,6.0246508e-05,0.9999398,True,Low
businesstimedelta,1.0.1,0,0,6.0233815e-05,0.9999398,True,Low
hnn-utils,0.1.4,0,0,6.021394e-05,0.9999398,True,Low
mergedeep,1.3.4,0,0,6.021199e-05,0.9999398,True,Low
verysimplemoduleboyuan,0.0.1,0,0,6.0180413e-05,0.9999398,True,Low
numba-scipy-complex,0.1.0,0,0,6.013487e-05,0.9999399,True,Low
study-buddy,1.0.4,0,0,6.0127415e-05,0.9999399,True,Low
ifaddr,0.2.0,0,0,6.0116636e-05,0.9999399,True,Low
webchatter,0.0.1,0,0,6.0108836e-05,0.9999399,True,Low
uplaybook,0.0.2,0,0,6.0092672e-05,0.9999399,True,Low
iamai-adapter-onebot11,3.2.4,0,0,6.007142e-05,0.9999399,True,Low
holms,0.4.0,0,0,6.0047183e-05,0.9999399,True,Low
dedupe-variable-datetime,1.0.0,0,0,6.004581e-05,0.9999399,True,Low
pymsteams,0.2.2,0,0,6.0035738e-05,0.9999399,True,Low
telethon-tgcrypto,0.0.3,0,0,6.003425e-05,0.9999399,True,Low
vokativ,1.2.1,0,0,6.002234e-05,0.9999399,True,Low
marshmallow-enum,1.5.1,0,0,6.001731e-05,0.99994004,True,Low
lapkomo2018-hdrezka,0.0.2,0,0,6.001502e-05,0.99994004,True,Low
idna-ssl,1.1.0,0,0,5.999253e-05,0.99994004,True,Low
flipper-raw-rfid,0.2,0,0,5.9988924e-05,0.99994004,True,Low
hikari-bot-official,0.2.6.1,0,0,5.9980233e-05,0.99994004,True,Low
resize-right,0.0.2,0,0,5.9972797e-05,0.99994004,True,Low
kivyweb,1.0.2,0,0,5.9943577e-05,0.99994004,True,Low
dataspeak-analytics,0.1,0,0,5.9935628e-05,0.99994004,True,Low
bioimageio-chatbot,0.1.18,0,0,5.9935286e-05,0.99994004,True,Low
sweepline115,0.0.1,0,0,5.99222e-05,0.99994004,True,Low
descartes,1.1.0,0,0,5.9913917e-05,0.99994004,True,Low
fonts,0.0.3,0,0,5.9912716e-05,0.99994004,True,Low
dorker,1.0.0,0,0,5.9908434e-05,0.99994004,True,Low
homamundoplayer,0.0.0,0,0,5.989986e-05,0.99994004,True,Low
jsdxpdf,0.0.1,0,0,5.9894155e-05,0.99994016,True,Low
mozinfo,1.2.3,0,0,5.985738e-05,0.99994016,True,Low
pandocfilters,1.5.0,0,0,5.9849506e-05,0.99994016,True,Low
strast,0.1.0,0,0,5.983484e-05,0.99994016,True,Low
ecsv,0.0.6,0,0,5.9812814e-05,0.99994016,True,Low
update-checker,0.18.0,0,0,5.9800037e-05,0.99994016,True,Low
slushie,0.2.1,0,0,5.9784874e-05,0.99994016,True,Low
android-backup,0.2.0,0,0,5.978339e-05,0.99994016,True,Low
nav2d,0.0.1,0,0,5.9771144e-05,0.9999403,True,Low
automlex,0.0.1,0,0,5.9699705e-05,0.9999403,True,Low
import-deps,0.2.0,0,0,5.9680802e-05,0.9999403,True,Low
muuntaa,2023.10.21,0,0,5.9670783e-05,0.9999403,True,Low
profiplots,1.0.0,0,0,5.9651793e-05,0.9999404,True,Low
stringsan,0.1,0,0,5.9630405e-05,0.9999404,True,Low
pyzabbix,1.3.0,0,0,5.962028e-05,0.9999404,True,Low
libzeta,0.1.0,0,0,5.960334e-05,0.9999404,True,Low
isoweek,1.3.3,0,0,5.9599137e-05,0.9999404,True,Low
libzeta,0.1.0,0,0,5.9597318e-05,0.9999404,True,Low
roundrobin,0.0.4,0,0,5.959635e-05,0.9999404,True,Low
rsaitehu-stats,0.0.1,0,0,5.9530976e-05,0.9999405,True,Low
dotalib-parsers,0.0.2,0,0,5.9487385e-05,0.9999405,True,Low
pyaes,1.6.1,0,0,5.9467253e-05,0.9999405,True,Low
corona-bluexpress,1.5.9,0,0,5.9448597e-05,0.9999405,True,Low
mo-dots,9.440.23265,0,0,5.9439975e-05,0.9999405,True,Low
fengmm521-blecam,0.1.1,0,0,5.9439637e-05,0.9999405,True,Low
typing-utils,0.1.0,0,0,5.9412727e-05,0.99994063,True,Low
grequests,0.7.0,0,0,5.9412214e-05,0.99994063,True,Low
gower,0.1.2,0,0,5.9409274e-05,0.99994063,True,Low
kwargs-only,1.1.1,0,0,5.939811e-05,0.99994063,True,Low
agenet,0.0.1,0,0,5.9391146e-05,0.99994063,True,Low
virtualenv-clone,0.5.7,0,0,5.9376704e-05,0.99994063,True,Low
artifactory,0.1.17,0,0,5.9370643e-05,0.99994063,True,Low
quinn,0.10.0,0,0,5.9367132e-05,0.99994063,True,Low
pgvector,0.2.3,0,0,5.9355752e-05,0.99994063,True,Low
ratelimit,2.2.1,0,0,5.932842e-05,0.99994063,True,Low
matplotlibapi,2.0.2,0,0,5.931088e-05,0.99994063,True,Low
chatwrap,0.0.1,0,0,5.926125e-05,0.99994075,True,Low
colab2notebook,1.0.2,0,0,5.9253394e-05,0.99994075,True,Low
cms-order,0.1.0,0,0,5.924305e-05,0.99994075,True,Low
edx-helper,0.6.1,0,0,5.924034e-05,0.99994075,True,Low
cellink,1.3.2,0,0,5.9238024e-05,0.99994075,True,Low
alpha-rabbit-rb,1.0.1,0,0,5.9236438e-05,0.99994075,True,Low
kgforge,0.2.10,0,0,5.9197082e-05,0.99994075,True,Low
pyjsparser,2.7.1,0,0,5.919087e-05,0.99994075,True,Low
pycify,1.1.0,0,0,5.914946e-05,0.9999409,True,Low
tidybib,0.1.3,0,0,5.9141395e-05,0.9999409,True,Low
pythemo,0.1.0,0,0,5.9133778e-05,0.9999409,True,Low
rnakinetics,0.1,0,0,5.9075493e-05,0.9999409,True,Low
nanoid,2.0.0,0,0,5.9072005e-05,0.9999409,True,Low
mccabe,0.7.0,0,0,5.904959e-05,0.999941,True,Low
facets-overview,1.1.1,0,0,5.9029324e-05,0.999941,True,Low
netflow2json,0.0.2,0,0,5.898588e-05,0.999941,True,Low
gti-scnu,0.0.15,0,0,5.897103e-05,0.999941,True,Low
rrdtool,0.1.16,0,0,5.894332e-05,0.9999411,True,Low
incyte,1.0.2,0,0,5.8926908e-05,0.9999411,True,Low
jinjasql,0.1.8,0,0,5.8903926e-05,0.9999411,True,Low
stldecompose,0.0.5,0,0,5.890208e-05,0.9999411,True,Low
pvw,0.0.3,0,0,5.8885336e-05,0.9999411,True,Low
munkres,1.1.4,0,0,5.8883372e-05,0.9999411,True,Low
angle-emb,0.1.1,0,0,5.8878544e-05,0.9999411,True,Low
textparser,0.24.0,0,0,5.8867197e-05,0.9999411,True,Low
qianqiuyun,0.0.2,0,0,5.886428e-05,0.9999411,True,Low
always-list-field,1.0.0,0,0,5.883005e-05,0.9999411,True,Low
chatgpt-command-line,0.1.3,0,0,5.8809073e-05,0.99994123,True,Low
mlserver-mlflow,1.3.5,0,0,5.8784906e-05,0.99994123,True,Low
dagster-pagerduty,0.21.3,0,0,5.8778856e-05,0.99994123,True,Low
causy,0.0.12,0,0,5.876109e-05,0.99994123,True,Low
excel-1drive-nopassword,1.2.4,0,0,5.8753918e-05,0.99994123,True,Low
image-in-terminal,1.2.0,0,0,5.8712692e-05,0.99994123,True,Low
quinn,0.10.0,0,0,5.869702e-05,0.99994135,True,Low
streamdal-protos,0.0.118,0,0,5.8680005e-05,0.99994135,True,Low
releases1c,1.0.0,0,0,5.8667192e-05,0.99994135,True,Low
wurlitzer,3.0.3,0,0,5.8659803e-05,0.99994135,True,Low
pylibrnew,0.0.1,0,0,5.859623e-05,0.99994135,True,Low
threadloop,1.0.2,0,0,5.8590813e-05,0.99994135,True,Low
progressbar,2.5,0,0,5.8547088e-05,0.99994147,True,Low
colabkit,0.0.1,0,0,5.8531452e-05,0.99994147,True,Low
ordered-set,4.1.0,0,0,5.8516274e-05,0.99994147,True,Low
freeproxyproxies,0.2,0,0,5.8493843e-05,0.99994147,True,Low
hebwatch,0.31,0,0,5.848676e-05,0.99994147,True,Low
leesung02.github.io,0.2.0,0,0,5.841068e-05,0.9999416,True,Low
vyper-lsp,0.0.1b2,0,0,5.840923e-05,0.9999416,True,Low
pymiscutils,0.3.14,0,0,5.8355003e-05,0.9999416,True,Low
tvallogging,0.0.3,0,0,5.8337424e-05,0.9999417,True,Low
eopra-switcher,0.0.4,0,0,5.831451e-05,0.9999417,True,Low
pyconics,0.2.6,0,0,5.830962e-05,0.9999417,True,Low
progress,1.6,0,0,5.8306836e-05,0.9999417,True,Low
placebo,0.10.0,0,0,5.8291265e-05,0.9999417,True,Low
uledgersdk,1.3.1,0,0,5.8288155e-05,0.9999417,True,Low
testing-postgresql,1.3.0,0,0,5.8284597e-05,0.9999417,True,Low
tvallogging,0.0.3,0,0,5.8272257e-05,0.9999417,True,Low
expertoptionapi,0.2,0,0,5.8250924e-05,0.9999417,True,Low
pyspark-dist-explore,0.1.8,0,0,5.8242254e-05,0.9999417,True,Low
pytelegramwalletapi,0.2.15,0,0,5.822549e-05,0.9999418,True,Low
glcm_cupy,0.2.1,0,0,5.822044e-05,0.9999418,True,Low
telegraph,2.2.0,0,0,5.8217327e-05,0.9999418,True,Low
qiskit-pqcee-provider,0.1.0,0,0,5.8170655e-05,0.9999418,True,Low
jsonlines,4.0.0,0,0,5.8164886e-05,0.9999418,True,Low
pylanguage,1.1.0,0,0,5.8159894e-05,0.9999418,True,Low
servicenow-utils,0.21,0,0,5.8133275e-05,0.9999418,True,Low
pysigma-backend-uberagent,0.3.42,0,0,5.8100362e-05,0.99994195,True,Low
pyconics,0.2.6,0,0,5.808972e-05,0.99994195,True,Low
imgkit,1.2.3,0,0,5.804675e-05,0.99994195,True,Low
gleichgewicht,0.0.2,0,0,5.8041987e-05,0.99994195,True,Low
funcx,2.4.0,0,0,5.8041656e-05,0.99994195,True,Low
bem-prediction-models,0.1.0,0,0,5.801747e-05,0.99994195,True,Low
pycord-ipc,1.0.1,0,0,5.801537e-05,0.99994195,True,Low
infi-systray,0.1.12,0,0,5.7992635e-05,0.99994195,True,Low
chong5084.github.io,0.1.0,0,0,5.7974008e-05,0.99994206,True,Low
numba-scipy-complex,0.1.0,0,0,5.7963116e-05,0.99994206,True,Low
atomicwrites,1.4.1,0,0,5.7951725e-05,0.99994206,True,Low
acachecontrol,0.3.5,0,0,5.7928024e-05,0.99994206,True,Low
karya,0.0.1,0,0,5.7898476e-05,0.99994206,True,Low
agl-report-reader,0.1.1,0,0,5.786724e-05,0.9999422,True,Low
whs.utils.rwlock,0.6.0,0,0,5.779587e-05,0.9999422,True,Low
monistode-binutils,0.1.1,0,0,5.7778627e-05,0.9999422,True,Low
kongxin,0.0.1,0,0,5.775967e-05,0.9999422,True,Low
openmqttgateway-ble-decoder,0.1.1,0,0,5.7742713e-05,0.9999423,True,Low
rsnl,0.0.2,0,0,5.7709574e-05,0.9999423,True,Low
html5tagger,1.3.0,0,0,5.7673977e-05,0.9999423,True,Low
codeas,0.1.0,0,0,5.7664078e-05,0.9999423,True,Low
roman,4.1,0,0,5.7591653e-05,0.9999424,True,Low
tradinghours,0.0.3,0,0,5.751032e-05,0.99994254,True,Low
flatpack,3.0.18,0,0,5.750999e-05,0.99994254,True,Low
roboflex.visualization,0.1.1,0,0,5.7506368e-05,0.99994254,True,Low
pyscrypt,1.6.2,0,0,5.749595e-05,0.99994254,True,Low
jwt,1.3.1,0,0,5.739887e-05,0.99994254,True,Low
olah,0.0.3,0,0,5.7397607e-05,0.99994254,True,Low
quadax,0.1.0,0,0,5.7343284e-05,0.99994266,True,Low
funcx-endpoint,2.4.0,0,0,5.7232493e-05,0.9999428,True,Low
pydoe3,1.0.0,0,0,5.721138e-05,0.9999428,True,Low
emojistore,1.0.2,0,0,5.7189336e-05,0.9999428,True,Low
codetiming,1.4.0,0,0,5.7162564e-05,0.9999428,True,Low
inflection,0.5.1,0,0,5.7155372e-05,0.9999429,True,Low
verx,0.0.1,0,0,5.7134446e-05,0.9999429,True,Low
emoji-ops,1.0.0,0,0,5.7095993e-05,0.9999429,True,Low
totypes,0.1.0,0,0,5.709447e-05,0.9999429,True,Low
boxedfactory,0.0.15,0,0,5.7081346e-05,0.9999429,True,Low
pytoml,0.1.21,0,0,5.7057565e-05,0.9999429,True,Low
clean-fid,0.1.35,0,0,5.703336e-05,0.999943,True,Low
raydbg,0.1.0,0,0,5.7014055e-05,0.999943,True,Low
typing-utils,0.1.0,0,0,5.701003e-05,0.999943,True,Low
zonal-variograms,0.3.0,0,0,5.6981007e-05,0.999943,True,Low
ds-tut,0.0.4,0,0,5.6962916e-05,0.999943,True,Low
reperiods-beta,1.0.3,0,0,5.6959925e-05,0.999943,True,Low
pyfortianalyzer,1.0.1,0,0,5.6940098e-05,0.999943,True,Low
apache-airflow-providers-papermill,3.4.0,0,0,5.6937442e-05,0.999943,True,Low
pymmcore-midi,0.1.0,0,0,5.6908462e-05,0.99994314,True,Low
readtime,3.0.0,0,0,5.6893048e-05,0.99994314,True,Low
mypy-extensions,1.0.0,0,0,5.6888817e-05,0.99994314,True,Low
marshmallow-enum,1.5.1,0,0,5.684359e-05,0.99994314,True,Low
rocket-firstpackage,0.1.0,0,0,5.6840116e-05,0.99994314,True,Low
smel,0.0.3,0,0,5.6836976e-05,0.99994314,True,Low
matplotlibapi,2.0.2,0,0,5.6818004e-05,0.99994314,True,Low
mercadopago-result,0.1.4,0,0,5.6744746e-05,0.99994326,True,Low
stableswappy,0.0.2,0,0,5.6736466e-05,0.99994326,True,Low
initools,0.3.1,0,0,5.6728833e-05,0.99994326,True,Low
pigmento,0.1.3,0,0,5.66558e-05,0.9999434,True,Low
agileplanner,0.0.3,0,0,5.6643697e-05,0.9999434,True,Low
llmchat,0.0.1,0,0,5.6555513e-05,0.9999435,True,Low
us,3.1.1,0,0,5.6407225e-05,0.9999436,True,Low
pyracf,0.6.4,0,0,5.6232187e-05,0.99994373,True,Low
pydifftools,0.1.4,0,0,5.623122e-05,0.99994373,True,Low
strawberry-pi,0.0.73,0,0,5.6208813e-05,0.99994373,True,Low
enum-compat,0.0.3,0,0,5.613286e-05,0.99994385,True,Low
pypox,1.0.15,0,0,5.611755e-05,0.99994385,True,Low
pathtools,0.1.2,0,0,5.598563e-05,0.999944,True,Low
